,Track Name,Artist Name,Popularity,Release Year,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
2962,Better For Me,Fake Laugh,41,2018,False,0.613,0.439,2,-6.523,1,0.026,0.506,0.0012,0.102,0.463,90.086,255907,4
2963,Is It Her?,Video Age,0,2018,False,0.587,0.41,1,-7.918,1,0.0255,0.852,0.609,0.151,0.507,80.162,159387,4
2964,for lovers who hesitate,JANNABI,62,2019,False,0.52,0.431,10,-8.484,1,0.0284,0.705,0.000264,0.301,0.302,74.004,265000,4
2965,4 A.M. Breakfast Club,fern,0,2019,False,0.348,0.358,11,-11.49,1,0.0287,0.492,0.0756,0.12,0.173,164.675,229603,3
2966,Sunrise Magic,fragile flamingo,25,2019,False,0.651,0.37,2,-9.921,1,0.0272,0.337,0.000746,0.137,0.33,73.998,295229,4
2967,Tenant,Andrea Chahayed,0,2020,False,0.535,0.304,1,-15.168,0,0.0466,0.768,0.0,0.211,0.211,79.941,234016,4
2968,Next Best Thing,FLOOR CRY,41,2020,False,0.633,0.476,2,-9.341,0,0.0386,0.481,7.76e-05,0.661,0.456,113.97,170406,4
2969,Yes I'm Changing,Tame Impala,70,2015,True,0.373,0.609,0,-7.0,1,0.0316,0.108,0.000427,0.0755,0.354,179.955,270680,4
2970,Unrequited Love,Cbarrgs,34,2018,False,0.896,0.304,11,-12.493,0,0.059,0.487,0.833,0.117,0.782,110.976,154619,4
2971,Corazon Azul,Cbarrgs,19,2019,False,0.61,0.676,11,-8.213,0,0.058,0.902,0.903,0.344,0.315,79.999,171102,4
2972,4AM,L. Martin,21,2019,False,0.632,0.532,5,-8.425,0,0.0298,0.456,0.00923,0.131,0.626,104.969,186000,4
2973,Kenny,Still Woozy,51,2021,False,0.743,0.49,1,-10.845,1,0.0377,0.307,0.0393,0.108,0.394,120.028,194133,4
2974,Narratives,Breakup Shoes,32,2021,False,0.708,0.559,5,-8.182,1,0.0338,0.496,0.0,0.131,0.421,94.989,186947,4
2975,Was It Something I Said (feat. Cavetown),MyKey,48,2020,True,0.581,0.725,6,-5.555,1,0.0301,0.491,0.000753,0.136,0.8,106.996,231261,4
2976,Better Than Heaven,Jhana Boy,0,2020,False,0.582,0.643,4,-6.512,1,0.0262,0.15,0.000254,0.183,0.322,82.506,198345,4
2977,Angel Disco Love,落日飛車 Sunset Rollercoaster,34,2018,False,0.837,0.663,4,-10.207,0,0.0421,0.739,0.19,0.0822,0.916,102.011,248640,4
2978,Metamodernity,Vansire,0,2019,False,0.822,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,162663,4
2979,,,0,0000,False,0.779,0.572,4,-9.259,1,0.0396,0.306,0.739,0.106,0.967,114.994,140116,4
2980,Angel Youth,Vansire,0,2018,False,0.576,0.587,9,-8.735,1,0.0307,0.179,0.758,0.111,0.334,114.06,242514,4
2981,Central Time,Vansire,0,2020,True,0.752,0.54,1,-13.348,1,0.0607,0.446,0.186,0.108,0.825,113.031,218982,4
2982,Every Time Around,Vansire,0,2020,False,0.742,0.556,1,-8.252,0,0.0262,0.234,0.73,0.108,0.721,110.995,216337,4
2983,Forevermore,Cuco,50,2021,False,0.711,0.604,9,-7.376,1,0.0331,0.719,0.939,0.134,0.44,75.036,174622,4
2984,Afterglow,Luna Li,0,2020,False,0.581,0.522,5,-8.615,1,0.0266,0.557,0.000389,0.0988,0.407,132.314,198467,4
2985,You Say I'm in Love,Banes World,58,2017,False,0.625,0.285,1,-16.686,0,0.0537,0.438,0.00279,0.192,0.357,140.02,176761,4
2986,Stray Cats,Butter Bath,24,2019,False,0.402,0.733,11,-6.667,0,0.0449,0.0593,0.000895,0.103,0.629,173.904,177821,4
2987,Lucky Love,Michael Seyer,52,2018,False,0.661,0.311,5,-13.288,1,0.0263,0.474,0.00366,0.105,0.234,143.966,286186,3
2988,I Miss You So,Salami Rose Joe Louis,38,2016,False,0.726,0.371,5,-13.968,1,0.0469,0.767,0.218,0.147,0.123,99.978,206400,4
2989,are you?,Zeph,43,2021,False,0.359,0.643,6,-7.521,1,0.034,0.0191,0.0,0.0978,0.423,103.854,197773,4
2990,Amoeba,Clairo,73,2021,False,0.739,0.491,6,-11.515,1,0.027,0.791,0.0366,0.1,0.707,111.008,228922,4
2991,I Know You Know I Love You,落日飛車 Sunset Rollercoaster,51,2011,False,0.763,0.186,4,-14.824,1,0.08,0.816,0.0223,0.113,0.626,143.94,120693,4
2992,dna [demo],LANY,41,2021,False,0.363,0.315,11,-11.257,1,0.176,0.673,0.0,0.109,0.341,198.666,156138,4
2993,Younger,The Hails,0,2020,False,0.7,0.444,9,-6.614,1,0.0349,0.22,4.52e-06,0.193,0.837,170.016,227110,4
2994,beautiful baby,Elizabeth,18,2019,False,0.293,0.527,1,-8.013,1,0.0274,0.373,0.298,0.116,0.233,176.014,280875,3
2995,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,81,2021,False,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
2996,Break up Slow Dance,Delacey,0,2020,False,0.413,0.416,4,-9.021,1,0.0482,0.402,5.74e-05,0.11,0.386,64.856,211442,4
2997,Powdered Sugar,Baseball Gregg,0,2020,False,0.672,0.356,0,-10.273,1,0.0386,0.838,0.12,0.367,0.352,60.609,181815,4
2998,Froyo (feat. Clairo & Aso),Hans.,51,2017,False,0.487,0.318,7,-16.804,1,0.411,0.893,0.00559,0.0793,0.148,92.874,121000,4
2999,You and Your Lover,Playdate,32,2020,False,0.703,0.291,5,-13.114,1,0.0298,0.698,0.0832,0.107,0.461,122.069,218483,4
3000,Simply,ADOY,43,2021,False,0.628,0.545,8,-7.962,1,0.025,0.803,0.772,0.0958,0.52,100.017,219586,4
3001,Sunsetz,Cigarettes After Sex,8,2017,False,0.412,0.477,9,-9.381,0,0.029,0.0542,0.798,0.0975,0.141,75.302,214680,4
3002,Real Life,banzai florist,0,2019,False,0.579,0.607,3,-6.621,0,0.0291,0.00348,0.0164,0.102,0.847,97.057,191425,4
3003,Amaneki,Sweet William,45,2019,False,0.845,0.198,5,-10.453,0,0.0608,0.948,0.206,0.4,0.365,85.991,240000,4
3004,Traingazing,Sam Wills,13,2020,False,0.849,0.361,11,-10.057,1,0.0641,0.692,0.00673,0.14,0.553,137.539,214160,4
3005,ONLY,LeeHi,78,2021,False,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,240907,3
3006,What Does It Mean To Me?,Oberhofer,0,2021,False,0.562,0.724,2,-6.787,1,0.0622,0.203,0.00115,0.129,0.464,139.997,166453,4
3007,Give It A Chance,Foxwarren,24,2018,False,0.236,0.184,11,-13.733,0,0.0292,0.668,0.781,0.0654,0.134,189.831,225200,3
3008,No One Really Wants Me,hunter & wolfe,33,2017,False,0.584,0.545,6,-6.598,0,0.0283,0.153,0.000146,0.0685,0.49,134.096,211050,4
3009,Just the Right Song,Vansire,37,2021,False,0.688,0.515,8,-11.148,0,0.0344,0.766,0.0259,0.111,0.435,100.788,186101,4
3010,Villa,落日飛車 Sunset Rollercoaster,36,2019,False,0.338,0.898,7,-7.902,1,0.0592,0.544,0.648,0.107,0.621,86.269,161804,4
3011,"Too Late, Colin",Lunar Vacation,39,2018,False,0.633,0.427,3,-8.625,1,0.0261,0.356,7.14e-05,0.367,0.611,82.482,191182,3
3012,Out of Luck,Small Forward,0,2020,False,0.583,0.399,7,-8.182,1,0.0285,0.74,2.62e-06,0.103,0.273,128.936,261005,4
3013,Days Like These,Sweet and Lonely,0,2021,False,0.704,0.717,7,-11.09,0,0.0355,0.113,0.665,0.119,0.6,102.992,212039,4
3014,un-unnoticed,Zeph,41,2021,False,0.622,0.521,0,-9.348,0,0.0485,0.0721,0.00358,0.113,0.251,170.124,216387,4
3015,Dancin Closer to the Edge,Johnny Goth,36,2016,False,0.45,0.378,11,-17.845,1,0.0476,0.668,0.47,0.0533,0.165,190.038,208421,3
3016,If U Want Me 2,Layzi,34,2021,False,0.683,0.619,0,-7.644,0,0.0243,0.67,0.762,0.124,0.546,90.012,195500,4
3017,Late Night Waltz,Silk Skin Lovers,0,2020,False,0.528,0.41,6,-9.429,0,0.0255,0.459,0.765,0.375,0.0901,96.988,293814,3
3018,beach sex,Deaf Dreamer,30,2018,False,0.4,0.481,5,-8.767,1,0.029,0.00787,9.91e-06,0.135,0.102,81.961,180732,4
3019,Don't Be A Fool,Dreamer Boy,41,2021,False,0.684,0.587,9,-7.772,0,0.0258,0.184,0.00119,0.119,0.466,115.066,206480,4
3020,Show Me,Feng Suave,31,2021,False,0.408,0.222,7,-13.793,0,0.0313,0.692,0.0425,0.107,0.191,69.254,350413,4
3021,xxx,whyetc,28,2018,False,0.524,0.324,9,-15.092,1,0.122,0.927,0.0333,0.231,0.304,79.981,163869,4
3022,Rom-Com Gone Wrong,Matt Maltese,0,2019,True,0.6,0.421,3,-8.539,1,0.0232,0.843,0.184,0.139,0.359,76.463,205837,4
3023,Affection is Nice,Porkboii,29,2021,False,0.27,0.554,3,-9.137,0,0.033,0.403,0.027,0.112,0.394,199.944,151850,4
3024,drugs in public,Kiko,25,2019,False,0.64,0.434,2,-16.791,1,0.117,0.926,0.514,0.34,0.25,179.901,117333,4
3025,Euphoria,Elephant Castle,33,2020,False,0.47,0.587,3,-9.627,1,0.0619,0.442,0.000437,0.0964,0.556,153.583,168667,4
3026,Italo Disco,Last Dinosaurs,55,2018,False,0.577,0.797,5,-6.013,1,0.0246,0.0213,0.000472,0.207,0.797,105.02,226303,4
3027,Romantic Getaway,Spendtime Palace,0,2019,False,0.45,0.645,1,-6.392,0,0.0479,0.933,0.29,0.328,0.604,147.281,254233,4
3028,愛是,Schoolgirl Byebye,42,2020,False,0.588,0.422,2,-8.838,1,0.0296,0.643,0.0249,0.0903,0.392,132.063,246913,3
3029,Pool,Still Woozy,58,2022,True,0.664,0.477,0,-10.53,1,0.0551,0.394,4.15e-05,0.136,0.273,100.046,223000,4
3030,Pretty,Fox Academy,44,2021,False,0.584,0.493,0,-10.155,1,0.0291,0.65,0.00309,0.149,0.489,120.063,199000,4
3031,Angel Baby,Troye Sivan,71,2021,False,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,220780,4
3032,Heart on a Shelf,Planttvibes,34,2020,False,0.621,0.409,4,-12.444,1,0.0293,0.858,0.0804,0.188,0.442,169.894,208941,4
3033,Priority,the booyah! kids,31,2019,False,0.769,0.464,4,-10.53,1,0.03,0.842,0.0323,0.172,0.665,107.02,204813,4
3034,Good Looking,Suki Waterhouse,0,2017,False,0.377,0.558,4,-9.076,1,0.0299,0.0789,0.000342,0.125,0.267,149.971,214800,3
3035,Chateau (Feel Alright),Djo,0,2019,False,0.641,0.365,7,-11.763,1,0.027,0.43,8.23e-06,0.297,0.348,134.881,272157,4
3036,Kokopelli,Mild High Club,46,2016,False,0.463,0.33,1,-10.737,1,0.0384,0.32,0.0818,0.525,0.168,146.649,175459,4
3037,Jellyfish,落日飛車 Sunset Rollercoaster,44,2022,False,0.763,0.404,9,-11.57,0,0.0248,0.568,0.776,0.0878,0.512,95.978,221375,4
3038,Manila Sunset,Michael Seyer,30,2022,False,0.742,0.253,9,-16.689,1,0.0461,0.852,0.39,0.1,0.552,174.041,180292,4
3039,Take a Bow,Bathe Alone,0,2021,False,0.435,0.772,8,-6.879,1,0.035,0.044,0.048,0.106,0.304,159.958,271977,4
3040,Dallas,Kid Sistr,0,2020,False,0.322,0.328,2,-10.046,1,0.0384,0.494,0.00564,0.0996,0.0776,180.558,294653,4
3041,Jupiter,The Marías,53,2020,False,0.407,0.412,0,-11.794,1,0.0285,0.354,3.74e-05,0.0735,0.562,179.836,191889,4
3042,Over the Moon,The Marías,71,2018,False,0.684,0.232,0,-13.249,1,0.0297,0.86,0.404,0.135,0.387,73.518,182900,4
3043,LoverFriend,Rosalyn,31,2019,False,0.557,0.31,3,-13.783,1,0.0268,0.622,0.411,0.1,0.45,135.976,251233,4
3044,Clueless,The Marías,55,2018,False,0.828,0.3,2,-12.684,1,0.0423,0.613,0.223,0.302,0.523,93.995,227234,4
3045,Ruthless,The Marías,59,2018,False,0.672,0.436,9,-11.743,1,0.0326,0.71,0.147,0.117,0.557,105.003,247455,4
3046,Nonsense,Sabrina Carpenter,89,2022,False,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,163648,4
3047,Moscato,Kurosuke,38,2019,False,0.722,0.711,9,-7.482,1,0.0338,0.21,0.00108,0.117,0.894,123.997,241881,4
3048,蓝夜,Schoolgirl Byebye,37,2022,False,0.283,0.297,1,-10.187,1,0.0317,0.652,0.0128,0.103,0.212,169.269,315647,3
3049,High School in Jakarta,NIKI,68,2022,True,0.873,0.488,7,-8.285,0,0.0413,0.531,0.000132,0.153,0.462,119.983,219040,4
3050,Falling Behind,Laufey,0,2022,False,0.463,0.352,7,-12.986,1,0.0916,0.942,0.0844,0.109,0.55,165.822,173640,4
3051,Dancing with my phone,HYBS,56,2021,True,0.834,0.586,6,-8.278,1,0.0267,0.439,0.083,0.102,0.878,102.048,203532,4
3052,Cool with You,Her's,60,2017,False,0.534,0.62,0,-6.775,1,0.0504,0.0124,0.000736,0.296,0.547,106.986,375656,4
3053,Cherry Wine,grentperez,72,2021,False,0.74,0.563,11,-7.016,0,0.04,0.34,0.0,0.0824,0.577,104.958,173286,4
3054,spin you round,Rocco,10,2022,False,0.663,0.283,1,-15.806,1,0.0899,0.27,0.0,0.189,0.387,146.228,126611,4
3055,l-o-v-e,Rocco,5,2023,False,0.655,0.424,11,-11.975,1,0.0356,0.803,5.47e-06,0.137,0.569,130.047,214134,3
3056,She Was Hot,Rosalyn,30,2022,False,0.34,0.423,1,-7.946,1,0.0337,0.485,0.462,0.0715,0.188,111.221,302000,3
3057,Funky Galileo,Sure Sure,50,2022,False,0.802,0.325,10,-9.327,1,0.0467,0.165,0.163,0.156,0.649,110.996,246200,4
3058,Lonely One,Sure Sure,41,2022,False,0.589,0.598,5,-7.103,0,0.0613,0.479,0.000237,0.117,0.726,130.059,167067,4
3059,double take,Dhruv,73,2019,False,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,171743,4
3060,Not My Neighbour,Niko Walters,42,2020,False,0.873,0.427,1,-10.205,1,0.413,0.155,0.000528,0.104,0.86,65.997,233747,4
3061,What Would I Do?,Strawberry Guy,75,2019,False,0.539,0.461,11,-7.674,1,0.0279,0.457,0.903,0.072,0.436,128.635,234000,4
3062,How Was Your Day?,Mellow Fellow,53,2017,False,0.447,0.442,8,-11.221,0,0.0471,0.0472,0.000559,0.331,0.776,159.967,188787,4
3063,Drowsy,Banes World,0,2016,False,0.582,0.187,8,-16.654,0,0.0316,0.956,0.00209,0.113,0.483,127.154,164050,3
3064,Valentine's Curse,Banes World,0,2016,False,0.628,0.32,8,-17.101,1,0.0375,0.736,0.526,0.13,0.68,120.034,211044,4
3065,Stay Away from My Baby,Banes World,0,2016,False,0.569,0.339,7,-17.894,0,0.0339,0.616,0.113,0.163,0.32,110.72,162012,4
3066,The Place I'll Be,Banes World,0,2016,False,0.561,0.427,8,-13.22,1,0.0423,0.858,0.176,0.123,0.241,156.289,139678,4
3067,What Love Will Do to You - Live at The Symphony,Laufey,47,2023,False,0.401,0.361,1,-7.465,1,0.0436,0.865,0.0,0.0911,0.256,74.606,180000,4
3068,一個人在濱湖公園,動物園釘子戶,31,2018,False,0.606,0.312,1,-16.53,1,0.04,0.877,0.546,0.0813,0.0725,82.015,353216,3
3069,From The Start,Laufey,79,2023,False,0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,169573,3
3070,the way you looked,juno roome,0,2023,False,0.528,0.639,4,-9.342,1,0.0307,0.688,0.777,0.688,0.42,96.107,287274,4
3071,Safe,Shye,11,2023,False,0.443,0.439,7,-10.611,1,0.0362,0.732,0.00397,0.114,0.354,119.896,210000,4
3072,Ever Since,Lovey,35,2014,False,0.475,0.516,2,-6.834,1,0.0352,0.715,0.000167,0.128,0.172,119.954,193776,3
3073,Makeout,Dreams We've Had,33,2018,False,0.57,0.645,7,-7.28,1,0.0282,0.447,0.727,0.102,0.694,89.978,286749,4
3074,Lately,Dreams We've Had,32,2018,False,0.586,0.681,3,-6.501,1,0.0267,0.264,0.605,0.27,0.361,100.001,328000,4
3075,stuck in san antonio,a kid named rufus,11,2023,False,0.798,0.58,6,-8.838,1,0.0341,0.148,0.146,0.0692,0.683,88.018,153874,4
3076,Millions of Years Apart,恐龍的皮,46,2021,False,0.55,0.459,6,-9.808,0,0.0295,0.771,0.0776,0.119,0.302,80.024,216750,3
3077,Promise,Laufey,6,2023,False,0.263,0.112,5,-16.55,1,0.0344,0.935,8.5e-05,0.0565,0.0903,76.244,234267,4
3078,I Always Wanna Die (Sometimes),The 1975,65,2018,False,0.376,0.473,4,-5.636,1,0.0325,0.00527,0.00162,0.123,0.0398,148.835,314663,4
3079,Sun Outside My Window,Strawberry Guy,52,2021,False,0.433,0.632,10,-6.404,1,0.0301,0.181,0.911,0.234,0.224,142.098,201227,4
3080,Guys,The 1975,53,2020,False,0.381,0.589,6,-8.217,1,0.0297,0.00277,0.00188,0.219,0.423,203.75,269929,4
3081,Roadkill,The 1975,58,2020,False,0.609,0.631,9,-7.115,1,0.0261,0.0105,0.0,0.452,0.594,134.969,175117,4
3082,Paris,The 1975,58,2016,False,0.794,0.668,8,-6.516,1,0.0363,0.527,0.00107,0.076,0.85,117.014,293077,4
3083,It's Just the End of the World,South Bad Boy,25,2020,False,0.517,0.503,0,-9.856,1,0.0278,0.317,0.666,0.368,0.377,137.724,246227,4
3084,海邊旅館一夜,Schoolgirl Byebye,43,2020,False,0.499,0.547,5,-7.147,1,0.0271,0.129,0.00107,0.0927,0.422,104.869,282219,3
3085,傍晚去太子灣嗎,Schoolgirl Byebye,38,2020,False,0.654,0.518,0,-8.02,1,0.0285,0.159,0.208,0.32,0.229,119.994,295354,4
3086,I Wish,South Bad Boy,21,2022,False,0.411,0.572,10,-10.403,1,0.0405,0.409,0.739,0.129,0.328,131.991,275684,4
3087,Erica,South Bad Boy,21,2022,False,0.584,0.386,9,-11.918,1,0.0289,0.783,0.86,0.116,0.172,122.929,318710,3
3088,Sincerity Is Scary,The 1975,62,2018,False,0.664,0.524,2,-5.178,1,0.0283,0.0495,8.18e-06,0.075,0.475,91.027,225956,4
3089,Jump,Sunday Moon,0,2023,False,0.563,0.425,4,-10.562,1,0.0401,0.732,0.364,0.23,0.42,136.094,198731,4
3090,Ice Melt,Crumb,61,2021,False,0.593,0.265,9,-10.168,1,0.0782,0.761,0.826,0.142,0.457,176.12,148947,4
3091,Lonelylife,Cuco,44,2016,False,0.294,0.682,3,-7.118,1,0.0407,0.422,0.852,0.0915,0.275,105.116,320000,4
3092,一般的生活,Schoolgirl Byebye,29,2020,False,0.561,0.591,0,-5.863,1,0.0246,0.229,0.000149,0.159,0.616,94.978,369764,4
3093,Lovetripper,Cuco,45,2019,False,0.46,0.708,0,-2.715,1,0.0275,0.727,0.935,0.0998,0.0341,100.988,309515,4
3094,Waiting for You,Michael Seyer,31,2018,False,0.632,0.366,3,-12.149,1,0.0279,0.566,0.485,0.115,0.176,144.025,200899,4
3095,My Pretty Little Lover,Ozs,37,2023,False,0.814,0.406,11,-12.584,0,0.0722,0.112,0.013,0.118,0.246,119.993,252536,4
3096,Dream Of You,Puma Blue,32,2023,False,0.682,0.435,2,-10.392,1,0.0443,0.567,0.141,0.0896,0.271,129.982,183427,4
3097,Reminiscing - Remastered 2010,Little River Band,69,1978,False,0.35,0.443,7,-11.01,1,0.0369,0.762,0.00192,0.0994,0.345,189.125,257869,4
3098,This Time,Jeff Bernat,56,2021,False,0.685,0.43,4,-9.586,1,0.0324,0.723,3.04e-06,0.135,0.482,107.042,185992,4
3099,Delayed,TEMPOREX,42,2021,False,0.853,0.5,6,-7.62,0,0.0522,0.321,0.2,0.154,0.955,102.5,122334,4
3100,California and Me,Laufey,3,2023,False,0.319,0.285,4,-11.803,1,0.0352,0.975,0.00139,0.103,0.234,76.827,216307,3
3101,Bewitched,Laufey,0,2023,False,0.283,0.195,1,-12.154,1,0.0331,0.947,8.28e-05,0.111,0.319,138.953,246693,3
3102,Drown,Cuco,0,2018,True,0.674,0.615,0,-8.188,1,0.147,0.455,0.00091,0.208,0.756,85.048,234056,4
3103,At Least I’ve Still Got Some Friends,Breakup Shoes,28,2023,False,0.402,0.639,11,-7.537,1,0.0394,0.000262,1.57e-05,0.172,0.224,169.862,205551,4
3104,Care For You,The Marías,61,2020,False,0.879,0.413,1,-9.161,0,0.0575,0.816,0.221,0.318,0.869,109.988,156027,4
3105,Since I Met You,Breakup Shoes,21,2023,True,0.449,0.72,6,-6.733,1,0.034,0.000326,0.0669,0.0841,0.371,149.956,235072,4
3106,Let Me Know,LANY,58,2018,False,0.696,0.391,11,-8.306,0,0.0825,0.264,2.98e-06,0.127,0.65,94.971,276197,4
3107,Bad Bonez,Michael Seyer,35,2018,False,0.934,0.308,2,-13.131,0,0.0708,0.802,0.187,0.105,0.334,120.026,161518,4
3108,Intermission,Strawberry Guy,74,2019,False,0.444,0.418,11,-7.219,1,0.026,0.261,0.823,0.112,0.236,98.958,110181,3
3109,Heavy,The Marías,60,2021,False,0.76,0.413,0,-8.395,1,0.0307,0.326,0.745,0.0601,0.733,96.999,253213,4
3110,All I Really Want Is You,The Marías,64,2021,False,0.644,0.422,1,-10.286,0,0.124,0.912,0.0498,0.155,0.374,75.96,191800,4
3111,In Love,ADOY,43,2023,False,0.596,0.421,0,-6.02,0,0.0241,0.741,0.182,0.135,0.496,142.004,167000,4
3112,Long Distance Call,ADOY,36,2023,False,0.834,0.538,8,-8.936,1,0.0303,0.693,0.0247,0.0771,0.739,108.979,167000,4
3113,Spin Me Around,The Marías,58,2021,False,0.582,0.342,1,-12.249,0,0.0391,0.442,0.34,0.103,0.327,76.475,146973,4
3114,Ego Death In Thailand,Cuco,45,2019,False,0.501,0.653,4,-8.401,1,0.0272,0.526,0.0212,0.0954,0.325,80.61,194386,3
3115,Letter To My 13 Year Old Self,Laufey,68,2023,False,0.521,0.141,10,-14.915,1,0.03,0.97,0.000114,0.0992,0.235,92.06,262680,4
3116,Come Over And Love Me,Love Spells,56,2022,True,0.561,0.387,0,-12.315,1,0.0243,0.811,0.846,0.196,0.311,91.989,161266,4
3117,Drip,The Marías,51,2018,False,0.734,0.385,2,-9.668,0,0.0312,0.585,0.222,0.0991,0.616,120.016,195755,4
3118,If I Say I Love You,恐龍的皮,43,2023,False,0.6,0.456,10,-8.394,0,0.0301,0.591,0.0658,0.167,0.342,142.016,230704,4
3119,Harvey,Her's,67,2018,False,0.588,0.855,9,-6.153,1,0.0372,0.0735,0.815,0.128,0.717,141.941,211165,4
3120,Miss My Baby,Michael Seyer,39,2021,False,0.558,0.477,10,-14.726,1,0.0353,0.479,0.895,0.102,0.541,187.982,149307,4
3121,Monolithic,Cults,58,2020,False,0.443,0.535,0,-8.573,0,0.0288,0.0179,0.226,0.12,0.407,79.989,219097,4
3122,John Fry,The Black Skirts,29,2022,False,0.507,0.373,4,-10.634,1,0.0301,0.638,0.845,0.129,0.112,119.932,313000,4
3123,The Feeling,ford.,38,2020,False,0.723,0.669,4,-9.07,1,0.14,0.327,0.112,0.0985,0.0399,82.999,233574,4
3124,(Saturday Night) 3:22 A.M.,LANY,52,2023,False,0.69,0.567,9,-9.154,1,0.0573,0.551,0.171,0.281,0.32,125.984,262867,4
3125,爱你的时候,Schoolgirl Byebye,23,2023,False,0.462,0.442,4,-8.583,1,0.0266,0.0916,0.752,0.208,0.195,139.953,287376,4
3126,法國電影,Schoolgirl Byebye,33,2023,False,0.652,0.494,2,-8.711,1,0.0321,0.856,0.00239,0.145,0.337,109.981,204983,4
3127,Lágrima,Cbarrgs,13,2023,False,0.482,0.392,11,-13.412,0,0.0655,0.797,0.709,0.271,0.351,177.85,61074,3
3128,Feel Something,Clairo,55,2019,False,0.474,0.439,1,-10.107,1,0.0541,0.447,0.000178,0.113,0.222,114.856,176800,4
3129,Would You Mind,HYBS,62,2022,False,0.712,0.64,0,-7.811,1,0.0401,0.607,0.599,0.324,0.684,94.992,202750,4
3130,One Of Your Girls,Troye Sivan,81,2023,False,0.629,0.654,11,-7.852,0,0.0584,0.0878,0.00655,0.22,0.799,93.034,181482,4
3131,Lucky for Me,Laufey,58,2022,False,0.604,0.347,7,-9.633,1,0.0358,0.906,6.4e-06,0.105,0.386,111.991,144093,3
3132,Christmas Dreaming,Laufey,30,2023,False,0.292,0.244,10,-11.741,1,0.0321,0.883,0.00262,0.237,0.179,60.305,153227,4
3133,"Rest Easy, I'll See You Again",Cuco,40,2017,False,0.456,0.599,7,-6.784,1,0.0274,0.0364,0.165,0.428,0.0637,69.007,238261,3
3134,Separate Ways (feat. The Marías),Eyedress,55,2023,False,0.676,0.558,9,-7.197,1,0.0498,0.184,0.519,0.122,0.381,76.47,206834,4
3135,Edith,Cuco,45,2023,False,0.624,0.692,8,-8.409,1,0.0255,0.0675,0.0186,0.0679,0.354,121.513,204777,4
3136,Time Does Not Heal All Wounds (A Reprise),Megumi Acorda,30,2023,False,0.237,0.297,11,-13.682,0,0.03,0.555,0.721,0.106,0.185,133.348,236750,4
3137,REPLAY,hanuel,39,2023,False,0.699,0.513,5,-8.462,1,0.0706,0.202,0.0,0.1,0.566,75.993,191020,4
3138,In My Dreams (You're Not Extinct),恐龍的皮,30,2023,False,0.642,0.551,8,-6.48,1,0.0339,0.0844,0.482,0.113,0.681,119.994,205563,4
3139,Take It Slow,Crispy脆樂團,24,2022,False,0.495,0.36,0,-10.624,1,0.0409,0.694,0.381,0.093,0.151,80.003,326000,4
3140,Moody's Mood For Love (I'm In The Mood For Love),Quincy Jones,42,1995,False,0.612,0.475,0,-8.899,0,0.0529,0.806,8.5e-06,0.108,0.441,122.727,258307,4
3141,Still Got It - Live from Spotify Green Screen,Troye Sivan,37,2023,True,0.283,0.362,5,-11.305,1,0.0331,0.579,2.61e-06,0.117,0.178,95.507,167055,4
3142,Heaven,Clairo,63,2018,False,0.733,0.262,0,-13.766,1,0.028,0.224,4.79e-06,0.105,0.444,135.497,233871,3
3143,Strawberry,hanbee,45,2022,False,0.624,0.761,10,-8.751,0,0.0397,0.218,0.881,0.107,0.68,114.971,162783,4
3144,Anyone But You,Still Woozy,66,2023,False,0.621,0.429,8,-11.903,1,0.0308,0.832,0.371,0.157,0.238,89.975,176000,4
3145,On the Level,Mac DeMarco,68,2017,False,0.573,0.473,8,-10.838,0,0.0269,0.0927,0.398,0.199,0.523,77.494,227653,4
3146,Coming Home Isn't Easy (feat. Phum Viphurit),Summer Salt,43,2024,False,0.589,0.609,7,-6.717,1,0.0251,0.0625,0.011,0.329,0.603,98.069,190526,4
3147,Honey,The New Owners,26,2024,False,0.634,0.704,2,-7.901,1,0.0274,0.56,0.00273,0.26,0.528,122.023,212393,4
3148,Killer,HYBS,64,2022,False,0.746,0.444,2,-7.987,0,0.0294,0.133,0.0063,0.193,0.565,95.486,198613,4
3149,Honeymoon,Peach Luffe,35,2024,False,0.548,0.576,7,-6.201,1,0.0306,0.44,0.0,0.354,0.323,125.274,197523,4
3150,First Love/Late Spring,Mitski,80,2014,False,0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,278640,4
3151,Good Days,SZA,81,2022,True,0.461,0.651,1,-8.81,0,0.0568,0.418,1.26e-05,0.782,0.383,121.07,278480,4
